# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 627K of event 'cycles:ppp'
# Event count (approx.): 433495634427
#
# Overhead  Command          Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ..............................  ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, std::pair<unsigned long const, int>, std::allocator<std::pair<unsigned long const, int> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sys_fadvise64
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::vector<std::pair<int, rocksdb::FileMetaData>, std::allocator<std::pair<int, rocksdb::FileMetaData> > >::_M_realloc_insert<int&, rocksdb::FileMetaData>
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::ios_base::ios_base
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::BackgroundFlush
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_flush_plug_list
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_inode_to_goal_block
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] wbc_detach_inode
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_ext_insert_extent
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Version::Unref
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __alloc_fd
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::Finish
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::_Rb_tree_increment
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_array
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] kernel_fpu_begin
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] mmap_region
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] do_filp_open
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] update_rq_clock
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] common_perm
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::FilterBuildingContext::FilterBuildingContext
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] jbd2_journal_begin_ordered_truncate
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::locale::locale@plt
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::BackgroundCallFlush
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] find_next_zero_bit
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::vector<rocksdb::CompactionJob::SubcompactionState::Output, std::allocator<rocksdb::CompactionJob::SubcompactionState::Output> >::_M_realloc_insert<rocksdb::FileMetaData, rocksdb::InternalKeyComparator const&, bool const&, bool&>
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::LRUHandleTable::FindPointer
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::GetSnapshotContext
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] put_prev_entity
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ShardedCache::Insert
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_add_nondir
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::log::Writer::~Writer
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_default_uflow
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PackIndexTypeAndNumRestarts
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Compaction::InputLevelSummary
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] raise_softirq
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] raise_softirq
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::ios_base::~ios_base
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] insert_work
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] elv_dispatch_sort
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_mb_free_metadata
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FilterBuildingContext::FilterBuildingContext
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::VersionStorageInfo
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::ReadRangeDelBlock
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Sp_counted_ptr_inplace<rocksdb::FragmentedRangeTombstoneList, std::allocator<rocksdb::FragmentedRangeTombstoneList>, (__gnu_cxx::_Lock_policy)2>::_M_dispose
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::LogFlush
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __d_lookup_done
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __libc_alloca_cutoff
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __kmalloc_node
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::NewIterator
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] crc_78
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_str_underflow
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] strlen@plt
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::autovector<rocksdb::Version*, 8ul>::operator[]
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] futex_wait
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::PropertyBlockBuilder::AddTableProperty
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] terminate_walk
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::function<void (rocksdb::Status const&)>::function
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] posix_cpu_clock_get_task
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] intel_cpuc_finish
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __mutex_init
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::NewMergingIterator
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] vfs_getattr
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_fname_setup_filename
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__detail::_List_node_base::_M_hook
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ReadFooterFromFile
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rcu_segcblist_enqueue
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree_decrement@plt
     0.00%  rocksdb:low0     libsnappy.so.1.1.7              [.] snappy::RawUncompress
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::locale::locale
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] tick_sched_handle
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::JSONWriter::operator<<
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] handle_mm_fault
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_orphan_del
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::JSONWriter::operator<<
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __inode_permission
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] hrtimer_try_to_cancel
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_attempt_plug_merge
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dquot_free_inode
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MergeOutputIterator::MergeOutputIterator
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] x86_pmu_hw_config
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __ptep_modify_prot_commit
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mem_cgroup_wb_domain
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::OptionTypeInfo::Find
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __remove_hrtimer
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>@plt
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::vector<std::unique_ptr<rocksdb::BaseReferencedVersionBuilder, std::default_delete<rocksdb::BaseReferencedVersionBuilder> >, std::allocator<std::unique_ptr<rocksdb::BaseReferencedVersionBuilder, std::default_delete<rocksdb::BaseReferencedVersionBuilder> > > >::_M_realloc_insert<rocksdb::BaseReferencedVersionBuilder*>
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, std::pair<unsigned long const, unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, std::pair<unsigned long const, unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __sb_end_write
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] crc_37
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __default_send_IPI_dest_field
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::EventLoggerStream::MakeStream
     0.00%  read_bottleneck  libc-2.27.so                    [.] _itoa_word
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] dirty_poll_interval.part.23
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] generic_update_time
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_meta_trans_blocks
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Version::Ref
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_pcl
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] list_sort
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] 0x00000000000a63e0
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rw_verify_area
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BinarySearchIndexReader::~BinarySearchIndexReader
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::PosixFileSystem::OpenWritableFile
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::_Rb_tree_decrement
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] schedule
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] link_path_walk
     0.00%  rocksdb:low0     libc-2.27.so                    [.] __mpn_divrem
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mpol_misplaced
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Arena::AllocateAligned
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] drop_nlink
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __f_unlock_pos
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mb_clear_bits
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] run_timer_softirq
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_set_bits
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __snprintf
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __ext4_ext_check
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::SeekToMetaBlock
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Version::PrepareApply
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __cgroup_account_cputime_field
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_sputbackc
     0.00%  rocksdb:high0    libpthread-2.27.so              [.] __pthread_enable_asynccancel
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sched_clock_cpu
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sys_newuname
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] d_lookup
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::CreateIndexReader
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<rocksdb::(anonymous namespace)::Fsize*, std::vector<rocksdb::(anonymous namespace)::Fsize, std::allocator<rocksdb::(anonymous namespace)::Fsize> > >, __gnu_cxx::__ops::_Val_comp_iter<rocksdb::(anonymous namespace)::SortFileByOverlappingRatio(rocksdb::InternalKeyComparator const&, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> > const&, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> > const&, std::vector<rocksdb::(anonymous namespace)::Fsize, std::allocator<rocksdb::(anonymous namespace)::Fsize> >*)::{lambda(rocksdb::(anonymous namespace)::Fsize const&, rocksdb::(anonymous namespace)::Fsize const&)#1}> >
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __nf_conntrack_find_get
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] fd_install
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] task_tick_fair
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] bio_endio
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJobStats::Reset
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] get_vma_policy.part.35
     0.00%  rocksdb:high0    [vdso]                          [.] 0x0000000000000970
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Function_base::_Base_manager<rocksdb::FileIndexer::UpdateIndex(rocksdb::Arena*, unsigned long, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> >*)::{lambda(rocksdb::FileIndexer::IndexUnit*, int)#8}>::_M_manager
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dentry_needs_remove_privs.part.20
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Sp_counted_ptr_inplace<rocksdb::FileSystemTracingWrapper, std::allocator<rocksdb::FileSystemTracingWrapper>, (__gnu_cxx::_Lock_policy)2>::_M_destroy
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] kthread_data
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] page_counter_uncharge
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] numamigrate_update_ratelimit
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_29
     0.00%  rocksdb:high0    libsnappy.so.1.1.7              [.] snappy::ByteArraySource::Available
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rcu_irq_exit
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] down_read_trylock
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_mb_mark_diskspace_used
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __strcmp_sse2_unaligned
